"NU_ANO_CENSO";"CO_MUNICIPIO_IES";"nome_municipio";"IN_CAPITAL_IES";"TP_ORGANIZACAO_ACADEMICA";"TP_REDE";"TP_CATEGORIA_ADMINISTRATIVA";"IN_COMUNITARIA";"IN_CONFESSIONAL";"NO_MANTENEDORA";"CO_MANTENEDORA";"CO_IES";"NO_IES";"SG_IES";"DS_ENDERECO_IES";"DS_NUMERO_ENDERECO_IES";"DS_COMPLEMENTO_ENDERECO_IES";"NO_BAIRRO_IES";"NU_CEP_IES";"QT_TEC_TOTAL";"QT_TEC_FUNDAMENTAL_INCOMP_FEM";"QT_TEC_FUNDAMENTAL_INCOMP_MASC";"QT_TEC_FUNDAMENTAL_COMP_FEM";"QT_TEC_FUNDAMENTAL_COMP_MASC";"QT_TEC_MEDIO_FEM";"QT_TEC_MEDIO_MASC";"QT_TEC_SUPERIOR_FEM";"QT_TEC_SUPERIOR_MASC";"QT_TEC_ESPECIALIZACAO_FEM";"QT_TEC_ESPECIALIZACAO_MASC";"QT_TEC_MESTRADO_FEM";"QT_TEC_MESTRADO_MASC";"QT_TEC_DOUTORADO_FEM";"QT_TEC_DOUTORADO_MASC";"IN_ACESSO_PORTAL_CAPES";"IN_ACESSO_OUTRAS_BASES";"IN_ASSINA_OUTRA_BASE";"IN_REPOSITORIO_INSTITUCIONAL";"IN_BUSCA_INTEGRADA";"IN_SERVICO_INTERNET";"IN_PARTICIPA_REDE_SOCIAL";"IN_CATALOGO_ONLINE";"QT_PERIODICO_ELETRONICO";"QT_LIVRO_ELETRONICO";"QT_DOC_TOTAL";"QT_DOC_EXE";"QT_DOC_EX_FEMI";"QT_DOC_EX_MASC";"QT_DOC_EX_SEM_GRAD";"QT_DOC_EX_GRAD";"QT_DOC_EX_ESP";"QT_DOC_EX_MEST";"QT_DOC_EX_DOUT";"QT_DOC_EX_INT";"QT_DOC_EX_INT_DE";"QT_DOC_EX_INT_SEM_DE";"QT_DOC_EX_PARC";"QT_DOC_EX_HOR";"QT_DOC_EX_0_29";"QT_DOC_EX_30_34";"QT_DOC_EX_35_39";"QT_DOC_EX_40_44";"QT_DOC_EX_45_49";"QT_DOC_EX_50_54";"QT_DOC_EX_55_59";"QT_DOC_EX_60_MAIS";"QT_DOC_EX_BRANCA";"QT_DOC_EX_PRETA";"QT_DOC_EX_PARDA";"QT_DOC_EX_AMARELA";"QT_DOC_EX_INDIGENA";"QT_DOC_EX_COR_ND";"QT_DOC_EX_BRA";"QT_DOC_EX_EST";"QT_DOC_EX_COM_DEFICIENCIA"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"CENTRO EDUCACIONAL DE ENSINO SUPERIOR DE BRASILIA";"17175";"2948";"REAL FACULDADE DE BRASÍLIA";"FU";"Rua A";"-";"Unidade SEDE";"Residencial Sandray (Planaltina)";"73366053";"           2";"           0";"           0";"           0";"           0";"           1";"           1";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"0";"0";"1";"0";"0";"1";"1";"0";"          50";"        2800";"          22";"          22";"           9";"          13";"           0";"           0";"          18";"           4";"           0";"           1";"           0";"           1";"           0";"          21";"           2";"           0";"           3";"           4";"           5";"           4";"           3";"           1";"           1";"           0";"           3";"           0";"           0";"          18";"          22";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"UNESBA - UNIAO DE ENSINO SUPERIOR DE BRASILIA LTDA";"1921";"2964";"FACULDADE PROJEÇÃO DO GUARÁ";"";"Área Especial n°10 Lote C";"s/n";"Região Administrativa X";"Guará II";"71070703";"          50";"           0";"           0";"           0";"           1";"           5";"           8";"           8";"          12";"           0";"           1";"           7";"           7";"           0";"           1";"0";"0";"1";"1";"1";"1";"1";"1";"         534";"       13820";"          20";"          20";"           7";"          13";"           0";"           0";"           0";"           6";"          14";"           0";"           0";"           0";"          20";"           0";"           0";"           1";"           1";"           5";"           8";"           1";"           1";"           3";"           7";"           1";"          12";"           0";"           0";"           0";"          20";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"UNIAO BRASILIENSE DE ENSINO SUPERIOR E PESQUISA EIRELI - EPP";"1291";"3203";"INSTITUTO SUPERIOR DE EDUCAÇÃO ALBERT EINSTEIN";"ISALBE";"SGAS 905 Conjunto B/Parte";"s/n";"Bloco 5, 1º e 2º Pavimentos";"Plano Piloto";"70390050";"          10";"           0";"           0";"           0";"           0";"           1";"           1";"           1";"           2";"           1";"           1";"           1";"           1";"           0";"           1";"1";"0";"1";"0";"0";"1";"1";"0";"         435";"         845";"           8";"           8";"           1";"           7";"           0";"           0";"           0";"           3";"           5";"           1";"           1";"           0";"           0";"           7";"           0";"           0";"           0";"           2";"           0";"           3";"           2";"           1";"           5";"           0";"           3";"           0";"           0";"           0";"           8";"           0";"           0"
"2023";"5300108";"Brasília";"1";"2";"2";"4";"0";"0";"SANTANA INSTITUTO DE EDUCACAO SUPERIOR EIRELI";"2148";"3396";"Centro Universitário LS";"UNILS";"Quadra Setor D Sul";"Lote 05";"Faculdade LS -";"Taguatinga Sul (Taguatinga)";"72020111";"         169";"           1";"           4";"           3";"           1";"          16";"          19";"          18";"           4";"          25";"          24";"          19";"          21";"           9";"           5";"0";"0";"1";"1";"1";"1";"1";"1";"         210";"       22357";"          53";"          53";"          20";"          33";"           0";"           0";"           0";"          39";"          14";"          15";"           0";"          15";"          38";"           0";"           3";"           7";"          10";"          13";"          10";"           6";"           1";"           3";"          25";"           1";"          13";"           2";"           0";"          12";"          53";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"JUNTA ADMINISTRATIVA DA FACULDADE TEOLOGICA BATISTA DE BRASILIA";"2261";"3573";"FACULDADE TEOLÓGICA BATISTA DE BRASÍLIA";"FTBB";"Quadra SGAN 611 Módulo B";"s/n";"Região Administrativa I";"Asa Norte";"70830502";"          10";"           0";"           2";"           0";"           1";"           2";"           0";"           5";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"0";"0";"0";"1";"1";"1";"1";"1";"          30";"         246";"           7";"           6";"           0";"           6";"           0";"           0";"           3";"           2";"           1";"           1";"           1";"           0";"           3";"           2";"           0";"           0";"           0";"           2";"           1";"           2";"           1";"           0";"           3";"           1";"           2";"           0";"           0";"           0";"           6";"           0";"           0"
"2023";"5300108";"Brasília";"1";"2";"2";"4";"0";"0";"UNICA EDUCACIONAL LTDA";"14675";"3610";"Centro Universitário ICESP";"Unicesp";"Quadra QS 5 Rua 300";"Lote 01";"UNIDADE SEDE";"Águas Claras";"71961540";"         117";"           4";"           1";"           3";"           7";"          27";"          24";"          27";"          16";"           2";"           0";"           2";"           2";"           1";"           1";"0";"0";"0";"1";"1";"1";"1";"1";"         975";"       15370";"          80";"          76";"          32";"          44";"           0";"           0";"          21";"          33";"          22";"          18";"           2";"          16";"          36";"          22";"           1";"           8";"           8";"          21";"          15";"           9";"           5";"           9";"          50";"           2";"          15";"           0";"           0";"           9";"          76";"           0";"           0"
"2023";"5208004";"Formosa";"0";"3";"2";"4";"0";"0";"SOCIEDADE DE ENSINO SUPERIOR FENIX LTDA - ME";"1045";"3613";"FACULDADES INTEGRADAS IESGO";"IESGO";"Avenida Brasília";"2001";"-";"Formosinha";"73813010";"          93";"           0";"           0";"           2";"           1";"           7";"           2";"          15";"           2";"          11";"          13";"          18";"          13";"           6";"           3";"0";"0";"1";"1";"1";"1";"1";"1";"           0";"       12572";"          36";"          36";"          21";"          15";"           0";"           0";"           0";"          25";"          11";"           8";"           0";"           8";"          28";"           0";"           2";"          12";"           5";"           9";"           4";"           2";"           2";"           0";"          22";"           2";"           7";"           0";"           0";"           5";"          36";"           0";"           0"
"2023";"5208608";"Goianésia";"0";"3";"2";"5";"0";"0";"ASSOCIACAO EDUCATIVA EVANGELICA";"267";"3789";"FACULDADE EVANGÉLICA DE GOIANÉSIA";"FACEG";"Av Avenida Brasil";"1000";"-";"Covoa";"76385608";"          27";"           0";"           0";"           0";"           0";"           7";"           2";"           9";"           1";"           7";"           0";"           1";"           0";"           0";"           0";"1";"0";"1";"1";"1";"1";"1";"0";"          36";"        9578";"          89";"          81";"          44";"          37";"           0";"           0";"          20";"          41";"          20";"          29";"           0";"          29";"          40";"          12";"           8";"          18";"          24";"          13";"           8";"           6";"           3";"           1";"          16";"           3";"          42";"           2";"           0";"          18";"          81";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"SEI SISTEMA DE ENSINO IBRA EIRELI";"17843";"3854";"FACULDADE IBRA DE BRASÍLIA";"FACULDADE FABRAS";"CA 9";"07";"FACULDADE IBRA DE BRASILIA";"Setor de Habitações Individuais Norte";"71503507";"          82";"           0";"           0";"           5";"           2";"          27";"          16";"          13";"          13";"           3";"           0";"           2";"           0";"           0";"           1";"0";"0";"1";"1";"1";"1";"1";"1";"          20";"       10980";"          16";"          16";"           4";"          12";"           0";"           0";"           6";"          10";"           0";"          10";"           0";"          10";"           6";"           0";"           4";"           4";"           2";"           2";"           1";"           1";"           1";"           1";"           7";"           0";"           6";"           0";"           0";"           3";"          16";"           0";"           1"
"2023";"5300108";"Brasília";"1";"2";"2";"4";"0";"0";"INSTITUTO MAUA DE PESQUISA E EDUCACAO - ME";"2438";"3867";"CENTRO UNIVERSITÁRIO MAUÁ DE BRASÍLIA";"UNIMAUÁ";"Quadra Setor D Sul - Rua 4 - C";"12";"Colônia Agrícola Samambaia";"Taguatinga Sul (Taguatinga)";"72020111";"          29";"           0";"           0";"           0";"           1";"          14";"           5";"           3";"           2";"           1";"           3";"           0";"           0";"           0";"           0";"0";"0";"1";"1";"1";"1";"1";"0";"       15000";"       10000";"          38";"          25";"          11";"          14";"           0";"           0";"           8";"          12";"           5";"          14";"           8";"           6";"          10";"           1";"           2";"           5";"           3";"           3";"           5";"           4";"           1";"           2";"           8";"           4";"           5";"           0";"           0";"           8";"          25";"           0";"           0"
"2023";"5200258";"Águas Lindas de Goiás";"0";"3";"2";"4";"0";"0";"INSTITUTO DE ENSINO E PESQUISA DO PLANALTO CENTRAL LTDA - ME";"2445";"3877";"FACULDADE MAUÁ DE GOIÁS";"";"Quadra 8";"jul/16";"-";"Mansões Village";"72916224";"          70";"           0";"           0";"           0";"           0";"          16";"          17";"           4";"           2";"          14";"          15";"           1";"           1";"           0";"           0";"0";"0";"0";"1";"0";"1";"1";"0";"         259";"       15000";"          21";"          20";"           7";"          13";"           0";"           0";"          14";"           5";"           1";"           1";"           0";"           1";"          19";"           0";"           4";"           7";"           3";"           3";"           2";"           0";"           1";"           0";"           3";"           1";"           7";"           0";"           0";"           9";"          20";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"SOCIEDADE EDUCACIONAL TECS CCI EIRELI";"17830";"3980";"FACULDADE CCI";"FAC CCI";"Quadra QN 401 - Conjunto D - Lote 3";"-";"FACULDADE CCI";"Samambaia Norte (Samambaia)";"72319504";"          11";"           0";"           0";"           0";"           0";"           1";"           1";"           3";"           3";"           0";"           2";"           0";"           1";"           0";"           0";"1";"0";"1";"1";"1";"1";"1";"1";"         135";"        5000";"          33";"          33";"          16";"          17";"           0";"           0";"          13";"          17";"           3";"          27";"           2";"          25";"           6";"           0";"           0";"           8";"           8";"           7";"           3";"           4";"           1";"           2";"           8";"           3";"          22";"           0";"           0";"           0";"          33";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"SOEMOC - SOCIEDADE EDUCATIVA MOC LTDA";"1509";"4068";"FACULDADE ICESP";"ICESP";"Quadra QS 5 Rua 300";"01";"-";"Areal (Águas Claras)";"71961540";"         116";"           4";"           1";"           3";"           7";"          27";"          24";"          27";"          16";"           2";"           0";"           2";"           2";"           0";"           1";"0";"0";"0";"1";"1";"1";"1";"0";"         975";"       15370";"          55";"          53";"          26";"          27";"           0";"           0";"           5";"          28";"          20";"           5";"           0";"           5";"          32";"          16";"           2";"           1";"           4";"          17";"          10";"           6";"           5";"           8";"          31";"           0";"          16";"           0";"           0";"           6";"          53";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"UNIAPOGEU CENTRO INTEGRADO DE EDUCACAO LTDA";"2910";"4588";"FACULDADE APOGEU";"APOGEU";"Área Especial 12";"0";"Lote D";"Setor Sul (Gama)";"72415520";"           8";"           0";"           0";"           1";"           2";"           1";"           2";"           1";"           1";"           0";"           0";"           0";"           0";"           0";"           0";"0";"0";"1";"0";"1";"1";"1";"0";"          15";"         150";"          12";"          12";"           5";"           7";"           0";"           0";"           0";"           9";"           3";"           0";"           0";"           0";"          12";"           0";"           0";"           0";"           3";"           2";"           3";"           3";"           1";"           0";"           7";"           0";"           5";"           0";"           0";"           0";"          12";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"SENAC - SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - ADMINIS";"3022";"4732";"Faculdade de Tecnologia e Inovação Senac DF";"";"Quadra SEPS 713/913";"sn";"Asa Sul";"Asa Sul";"70390135";"          26";"           0";"           0";"           0";"           0";"           1";"           0";"           6";"           5";"          12";"           1";"           0";"           0";"           0";"           1";"0";"0";"1";"0";"1";"1";"0";"1";"        8983";"      214322";"          59";"          55";"          10";"          45";"           0";"           0";"          24";"          23";"           8";"           3";"           0";"           3";"          15";"          37";"           0";"           4";"           3";"          10";"          11";"          13";"           7";"           7";"          24";"           2";"          24";"           2";"           0";"           3";"          55";"           0";"           0"
"2023";"3170404";"Unaí";"0";"3";"2";"4";"0";"0";"ERA EDUCACIONAL LTDA";"18546";"4780";"FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ";"FACISA";"Avenida Governador Valadares - 371/1469 - ímpar";"1441";"-";"Centro";"38610016";"          50";"           0";"           0";"           4";"           0";"          10";"           1";"          10";"           1";"          14";"           4";"           2";"           3";"           0";"           1";"0";"0";"0";"1";"0";"1";"1";"1";"           0";"       16580";"          34";"          29";"          20";"           9";"           0";"           0";"          11";"          14";"           4";"           4";"           2";"           2";"          23";"           2";"           1";"           6";"           7";"           6";"           7";"           1";"           1";"           0";"           9";"           0";"          10";"           0";"           0";"          10";"          29";"           0";"           0"
"2023";"5300108";"Brasília";"1";"2";"2";"4";"0";"0";"UNIAO EDUCACIONAL DO PLANALTO CENTRAL S.A";"449";"5439";"CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS";"UNICEPLAC";"Siga Área Especial No- 02";"s/n";"Região Administrativa II";"Setor Leste Gama";"72460000";"         150";"           0";"           1";"           0";"           0";"          40";"          25";"          26";"          27";"          21";"           8";"           1";"           1";"           0";"           0";"0";"0";"1";"1";"0";"1";"1";"1";"       26018";"       11982";"         338";"         338";"         173";"         165";"           0";"           0";"          62";"         173";"         103";"         108";"           0";"         108";"         222";"           8";"           5";"          50";"          53";"          68";"          61";"          43";"          24";"          34";"         114";"           6";"          81";"           1";"           0";"         136";"         335";"           3";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"FACULDADE EVANGELICA DE TAGUATINGA LTDA - ME";"3478";"11895";"Faculdade Unibras Brasília";"FACBRAS";"Área Especial 1";"34";"Gama";"Setor Central (Gama)";"72405610";"          23";"           0";"           0";"           2";"           1";"           7";"           1";"           9";"           2";"           1";"           0";"           0";"           0";"           0";"           0";"1";"0";"1";"1";"1";"1";"1";"1";"       30000";"       30000";"          14";"           6";"           3";"           3";"           0";"           0";"           0";"           2";"           4";"           6";"           0";"           6";"           0";"           0";"           0";"           2";"           1";"           1";"           1";"           0";"           1";"           0";"           1";"           0";"           3";"           0";"           0";"           2";"           6";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"INSTITUTO BRASILIENSE DE DIREITO PUBLICO IDP LTDA";"3552";"12247";"Instituto Brasileiro de Ensino, Desenvolvimento e Pesquisa de Brasília";"IDP-BSB";"SGAS 607";"49";"L2 Sul";"Asa Sul";"70200670";"         132";"           0";"           0";"           0";"           0";"          15";"          19";"          31";"          24";"          15";"           7";"           9";"           8";"           1";"           3";"1";"0";"1";"1";"1";"1";"1";"1";"       12732";"          58";"         157";"         155";"          51";"         104";"           0";"           0";"           1";"          62";"          92";"          24";"           9";"          15";"         107";"          24";"           4";"          31";"          27";"          42";"          21";"          16";"           5";"           9";"          93";"           4";"          33";"           2";"           0";"          23";"         152";"           3";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"ASSOCIACAO DE ESTUDOS SUPERIORES SANTO TOMAS DE AQUINO - AESTA";"12227";"13014";"FACULDADE DE TEOLOGIA DA ARQUIDIOCESE DE BRASÍLIA";"FATEO";"SGAS Quadra 914, Conjunto B";"-";"-";"Asa Sul";"70390140";"          30";"           0";"           0";"           4";"           4";"           4";"           4";"           3";"           3";"           2";"           2";"           0";"           2";"           0";"           2";"0";"0";"0";"0";"0";"1";"0";"0";"           2";"           0";"          49";"          47";"           6";"          41";"           0";"           4";"          10";"          18";"          15";"           0";"           0";"           0";"          10";"          37";"           2";"           4";"           8";"           8";"           4";"           8";"           3";"          10";"          26";"           2";"           8";"           0";"           0";"          11";"          43";"           4";"           0"
"2023";"5300108";"Brasília";"1";"4";"1";"1";"0";"0";"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE BRASILIA";"13489";"14408";"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA";"IFB";"Quadra SAUS Quadra 2, Bloco E (Ed. Siderbrás)";"S/N";"SUBSL 2 ANDAR 4-5-6-7-8-9 E 10";"Asa Sul";"70070020";"        1330";"           0";"           0";"           0";"           0";"           7";"          24";"          48";"          63";"         225";"         154";"         248";"         210";"         168";"         183";"1";"0";"1";"1";"0";"1";"1";"1";"          17";"       12397";"         479";"         459";"         232";"         227";"           0";"           3";"          36";"         178";"         242";"         440";"         389";"          51";"          15";"           4";"          10";"          49";"         115";"         111";"          77";"          47";"          30";"          20";"         246";"          26";"         134";"           2";"           0";"          51";"         457";"           2";"           2"
"2023";"5300108";"Brasília";"1";"3";"2";"4";"0";"0";"INSTITUTO DE EDUCACAO SUPERIOR HORIZONTE LTDA";"14259";"14882";"FACULDADE HORIZONTE";"FACHORIZONTE";"Quadra SGAS 909";"29";"SEDE 61 35430216";"Asa Sul";"70390090";"           7";"           0";"           0";"           0";"           1";"           0";"           0";"           2";"           0";"           4";"           0";"           0";"           0";"           0";"           0";"0";"0";"1";"1";"1";"1";"1";"0";"          21";"        3500";"          11";"          11";"           5";"           6";"           0";"           0";"           5";"           4";"           2";"           1";"           0";"           1";"           2";"           8";"           0";"           3";"           2";"           2";"           0";"           1";"           1";"           2";"           4";"           0";"           7";"           0";"           0";"           0";"          11";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"1";"1";"0";"0";"POLICIA MILITAR DO DISTRITO FEDERAL";"15194";"16037";"Instituto Superior de Ciencias Policiais";"ISCP";"Setor SPO";"04";"-";"Setores Complementares";"70610200";"          14";"           0";"           0";"           0";"           0";"           0";"           0";"           0";"           5";"           3";"           6";"           0";"           0";"           0";"           0";"1";"0";"0";"1";"0";"1";"0";"1";"       38000";"       14000";"          41";"          24";"           2";"          22";"           0";"           2";"          17";"           2";"           3";"          24";"           1";"          23";"           0";"           0";"           0";"           2";"           9";"           6";"           6";"           1";"           0";"           0";"           7";"           3";"          13";"           0";"           0";"           1";"          24";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"ASSOCIACAO NACIONAL DOS SERVIDORES PUBLICOS, DA PREVIDENCIA E DA SEGURIDADE SOCIAL - ANASPS";"15496";"16628";"Faculdade ANASPS";"FANASPS";"Quadra SCS Quadra 3";"Loja 74/78";"Bloco A";"Asa Sul";"70303000";"          15";"           0";"           0";"           0";"           0";"           1";"           2";"           0";"           2";"           6";"           2";"           1";"           1";"           0";"           0";"0";"0";"1";"1";"1";"1";"1";"0";"           0";"       15380";"          17";"          17";"           8";"           9";"           0";"           0";"           3";"          10";"           4";"           0";"           0";"           0";"           9";"           8";"           2";"           1";"           3";"           1";"           2";"           4";"           1";"           3";"           9";"           2";"           3";"           0";"           0";"           3";"          17";"           0";"           0"
"2023";"5300108";"Brasília";"1";"3";"2";"5";"0";"0";"INSTITUTO CNA";"15700";"17401";"Faculdade de Tecnologia CNA";"FATECNA";"Quadra SGAN 601 Módulo K";"S/N";"-";"Asa Norte";"70830021";"          22";"           0";"           0";"           0";"           0";"           2";"           1";"           4";"           5";"           2";"           3";"           3";"           1";"           1";"           0";"0";"0";"1";"0";"1";"1";"1";"1";"          19";"        2708";"          20";"          20";"           9";"          11";"           0";"           0";"           4";"           9";"           7";"           3";"           0";"           3";"           8";"           9";"           1";"           5";"           4";"           3";"           6";"           1";"           0";"           0";"          14";"           0";"           5";"           0";"           0";"           1";"          20";"           0";"           0"
"2023";"5215231";"Novo Gama";"0";"3";"2";"4";"0";"0";"CENTRO DE ENSINO SUPERIOR E PESQUISA LOGOS LTDA - CESPEL";"15718";"17559";"FACULDADE LOGOS";"FALOG";"Conjunto 01 HI Rua 1";"lotes 1 a 7";"Centro";"Núcleo Habitacional Novo Gama";"72860151";"           6";"           1";"           0";"           0";"           0";"           3";"           0";"           1";"           0";"           1";"           0";"           0";"           0";"           0";"           0";"0";"0";"1";"1";"0";"1";"1";"1";"         144";"       15324";"          15";"          15";"           7";"           8";"           0";"           0";"           0";"          10";"           5";"           4";"           4";"           0";"          11";"           0";"           1";"           3";"           4";"           1";"           1";"           4";"           1";"           0";"           5";"           2";"           8";"           0";"           0";"           0";"          15";"           0";"           0"
"2023";"5215603";"Padre Bernardo";"0";"3";"2";"5";"0";"0";"IGREJA EVANGELICA ASSEMBLEIA DE DEUS MINISTERIO RENOVE-SE-I.E.A.D.R.";"16131";"17651";"FACULDADE LIFE";"FACLIFE";"Rua São Francisco";"SN";"-";"Setor Divinópolis";"73700000";"          13";"           1";"           0";"           2";"           0";"           2";"           0";"           1";"           0";"           5";"           0";"           1";"           0";"           1";"           0";"0";"0";"0";"0";"1";"1";"1";"0";"         100";"          10";"           2";"           2";"           0";"           2";"           0";"           0";"           1";"           1";"           0";"           0";"           0";"           0";"           0";"           2";"           0";"           1";"           0";"           0";"           0";"           0";"           1";"           0";"           0";"           2";"           0";"           0";"           0";"           0";"           2";"           0";"           0"
